uid,state,ll,elev,name
3958,CO,"[-102.58333, 39.61667]",4003.0,KIRK
3959,CO,"[-103.18333, 39.61667]",4554.0,THURMAN 3 ENE
3960,CO,"[-104.0775, 39.64194]",5100.0,DEER TRAIL 3 NW
3961,CO,"[-105.01667, 39.61667]",5310.0,LITTLETON
3962,CO,"[-105.0655, 39.6211]",5610.0,MARSTON FILTER PLANT
3963,CO,"[-105.315, 39.638]",6985.0,EVERGREEN
3964,CO,"[-105.35, 39.61667]",7306.0,EVERGREEN 2 SW
3965,CO,"[-106.51667, 39.63333]",7492.0,AVON
3967,CO,"[-102.68043, 39.6552]",4275.0,JOES
3968,CO,"[-104.8319, 39.6261]",5647.0,CHERRY CREEK DAM
3969,CO,"[-105.2, 39.65]",5780.0,MORRISON
3970,CO,"[-105.203, 39.6527]",5840.0,MORRISON 1 SW
3971,CO,"[-105.5, 39.68333]",11509.0,SQUAW MOUNTAIN
3972,CO,"[-105.7088, 39.6552]",10020.0,CABIN CREEK
3973,CO,"[-105.8, 39.66667]",10246.0,STEVENS GULCH
3974,CO,"[-105.83333, 39.66667]",11407.0,LOVELAND BASIN
3975,CO,"[-106.83333, 39.65]",6565.0,EAGLE HIGHWAY BRIDGE
3976,CO,"[-106.91667, 39.65]",6497.0,EAGLE COUNTY AP
3977,CO,"[-106.95306, 39.64944]",6280.0,GYPSUM
3978,CO,"[-107.07722, 39.64389]",6130.0,DOTSERO 2 W
3979,CO,"[-102.2939, 39.7033]",3965.0,IDALIA
3980,CO,"[-104.12742, 39.74062]",5101.0,BYERS 5 ENE
3981,CO,"[-104.41667, 39.75]",5483.0,BENNETT
3982,CO,"[-104.75, 39.71667]",5663.0,AURORA BUCKLEY FIELD ANGB
3983,CO,"[-104.75, 39.7]",,DENVER NAS
3984,CO,"[-104.9, 39.71667]",,DENVER LOWRY AFB
3985,CO,"[-105.22537, 39.70378]",7143.0,GOLDEN 3 S
3986,CO,"[-105.6996, 39.7052]",8520.0,GEORGETOWN
3987,CO,"[-105.16667, 39.73333]",,SERI ISOLATION RESEARCH LAB
3988,CO,"[-103.6, 39.75]",4793.0,LAST CHANCE
3989,CO,"[-104.86948, 39.76746]",5284.0,DENVER-STAPLETON
3991,CO,"[-104.98333, 39.75]",5325.0,DENVER WSO CITY
3992,CO,"[-105.03333, 39.78333]",5305.0,REGIS COLLEGE
3993,CO,"[-105.11667, 39.78333]",5394.0,WHEAT RIDGE
3994,CO,"[-105.08333, 39.75]",5450.0,EDGEWATER
3995,CO,"[-105.117, 39.7749]",5398.0,WHEAT RIDGE 2
3996,CO,"[-105.1205, 39.7488]",5640.0,LAKEWOOD
3997,CO,"[-105.16667, 39.75]",,SERI SOUTH TABLE MOUNTAIN
3998,CO,"[-105.51667, 39.75]",7555.0,IDAHO SPRINGS
3999,CO,"[-105.6264, 39.7661]",8100.0,LAWSON
4000,CO,"[-105.85, 39.76667]",10328.0,JONES PASS 2 E
4001,CO,"[-106.01667, 39.78333]",8694.0,GLEN MAR
4002,CO,"[-107.95, 39.75]",7205.0,RIO BLANCO
4003,CO,"[-102.46667, 39.83333]",4104.0,MILDRED
4004,CO,"[-105.13333, 39.83333]",5505.0,ARVADA
4005,CO,"[-105.2352, 39.8297]",5900.0,RALSTON RESERVOIR
4006,CO,"[-105.51667, 39.8]",8547.0,CENTRAL CITY
4007,CO,"[-105.78333, 39.8]",11313.0,BERTHOUD PASS
4008,CO,"[-107.55, 39.83333]",9255.0,CLIFF LAKES
4009,CO,"[-105.58333, 39.86667]",10407.0,APEX 1 W
4010,CO,"[-106.3333, 39.8789]",7740.0,GREEN MT DAM
4011,CO,"[-106.68333, 39.88333]",6706.0,BOND
4012,CO,"[-105.11667, 39.9]",5595.0,BROOMFIELD JEFFERSON COUNTY AP
4013,CO,"[-105.28333, 39.93333]",5925.0,HAWTHORNE
4014,CO,"[-105.48333, 39.9]",9026.0,ROLLINSVILLE 1 SE
4015,CO,"[-105.5, 39.91667]",8484.0,ROLLINSVILLE
4016,CO,"[-105.65, 39.9]",,EAST PORTAL
4017,CO,"[-105.63333, 39.9]",9216.0,EAST PORTAL
4018,CO,"[-105.76206, 39.8898]",9095.0,WINTER PARK
4019,CO,"[-105.78333, 39.91667]",8825.0,BEAVER VILLAGE
4020,CO,"[-106.11667, 39.91667]",8274.0,PARSHALL 10 SSE
4022,CO,"[-105.3502, 39.9363]",7970.0,GROSS RESERVOIR
4023,CO,"[-105.5, 39.98333]",8240.0,NEDERLAND 2 NNE
4024,CO,"[-105.51667, 40]",8366.0,CARIBOU RANCH
4025,CO,"[-105.83333, 39.95]",8560.0,FRASER
4026,CO,"[-104.08378, 39.98392]",4838.0,HOYT
4027,CO,"[-104.8361, 39.9436]",5016.0,BRIGHTON 3 SE
4028,CO,"[-105.28333, 40.01667]",5580.0,BOULDER ERL
4029,CO,"[-105.26667, 40.01667]",5482.0,BOULDER KBOL
4030,CO,"[-105.28125, 40.03399]",5427.0,BOULDER 2
4031,CO,"[-105.33333, 40]",5830.0,ORODELL 1 SW
4032,CO,"[-105.57583, 40.03278]",10360.0,SILVER LAKE
4033,CO,"[-105.85, 40]",8337.0,TABERNASH
4034,CO,"[-105.91667, 40]",8701.0,GRANBY 8 S
4035,CO,"[-106.2038, 40.0375]",7618.0,WILLIAMS FORK DAM
4036,CO,"[-106.43944, 40.03667]",7320.0,KREMMLING 4 SW
4037,CO,"[-107.43361, 40.02389]",7800.0,MARVINE RANCH
4038,CO,"[-107.55556, 40.02139]",7200.0,MARVINE
4039,CO,"[-107.91667, 40.03333]",6347.0,MEEKER NO 2
4040,CO,"[-108.2, 40]",6140.0,LITTLE HILLS
4041,CO,"[-107.9058, 40.0358]",6229.0,MEEKER
4042,CO,"[-104.78333, 40.06667]",5023.0,FORT LUPTON 2 SE
4043,CO,"[-105.05, 40.05]",5010.0,ERIE
4044,CO,"[-106.15, 40.05]",7605.0,HOT SULPHUR SPRINGS 2 SW
4045,CO,"[-106.368, 40.0576]",7460.0,KREMMLING
4046,CO,"[-106.4, 40.06667]",,KREMMLING
4047,CO,"[-106.4, 40.06667]",7365.0,KREMMLING 1 S
4048,CO,"[-108.7727, 40.0889]",5277.0,RANGELY 1E
4050,CO,"[-102.4906, 40.1097]",3953.0,ECKLEY
4051,CO,"[-102.72171, 40.12367]",4134.0,YUMA
4052,CO,"[-103.16667, 40.11667]",,AKRON DET R2
4053,CO,"[-103.21667, 40.16667]",4663.0,AKRON WASHINGTON COUNTY AP
4054,CO,"[-105.51667, 40.11667]",9167.0,BEAVER RESERVOIR
4055,CO,"[-107.98333, 40.13333]",6434.0,MEEKER 10 NW
4056,CO,"[-103.1418, 40.15507]",4542.0,AKRON 4 E
4057,CO,"[-104.18333, 40.15]",4715.0,WIGGINS 7 SW
4058,CO,"[-104.38333, 40.15]",4744.0,ROGGEN 2 S
4059,CO,"[-105.0774, 40.16958]",4950.0,LONGMONT 2 ESE
4060,CO,"[-105.8666, 40.1849]",8288.0,GRAND LAKE 6 SSW
4061,CO,"[-106.46667, 40.15]",7605.0,GORE PASS RANCH
4062,CO,"[-106.91085, 40.15628]",7857.0,YAMPA
4064,CO,"[-104.06667, 40.2]",4554.0,WIGGINS 3 SSE
4065,CO,"[-105.5019, 40.188]",8243.0,ALLENSPARK 2SE
4066,CO,"[-105.85, 40.23333]",8346.0,GRAND LAKE
4067,CO,"[-107.08639, 40.24111]",8009.0,PYRAMID
4068,CO,"[-102.83333, 40.26667]",4180.0,OTIS 11 NE
4069,CO,"[-103.85, 40.25]",4327.0,FORT MORGAN KFTM
4070,CO,"[-105.1463, 40.2466]",5150.0,LONGMONT 6 NW
4071,CO,"[-105.55, 40.28333]",8967.0,LONGS PEAK
4072,CO,"[-105.8322, 40.2669]",8720.0,GRAND LAKE 1 NW
4073,CO,"[-103.93333, 40.33333]",4350.0,WELDONA 2 SE
4074,CO,"[-107.26667, 40.3]",7254.0,WILLOW CREEK 4SE
4075,CO,"[-104.71667, 40.35]",4682.0,GREELEY KFKA
4076,CO,"[-104.71667, 40.35]",4692.0,EVANS KFKA RADIO STN
4077,CO,"[-105.48583, 40.37667]",7480.0,ESTES PARK
4078,CO,"[-105.63333, 40.38333]",9026.0,HIDDEN VALLEY
4079,CO,"[-106.38333, 40.35]",10978.0,ARAPAHO RIDGE
4080,CO,"[-106.71667, 40.36667]",9347.0,RABBIT EARS PASS 6 WSW
4081,CO,"[-107.6116, 40.3722]",6230.0,HAMILTON
4082,CO,"[-103.46667, 40.4]",4091.0,BALZAC
4083,CO,"[-104.63194, 40.43556]",4697.0,GREELEY WELD COUNTY AIRPORT
4084,CO,"[-104.68333, 40.41667]",4652.0,GREELEY
4085,CO,"[-104.6991, 40.4022]",4715.0,GREELEY UNC
4086,CO,"[-104.68333, 40.4]",4682.0,GREELEY KYOU
4087,CO,"[-105.2103, 40.4256]",5230.0,WATERDALE
4088,CO,"[-105.3394, 40.4333]",6170.0,DRAKE
4089,CO,"[-108.91667, 40.43333]",8586.0,ROUND TOP MOUNTAIN
4090,CO,"[-104.9, 40.46667]",4781.0,WINDSOR
4091,CO,"[-106.4475, 40.4725]",8385.0,SPICER
4092,CO,"[-107.2548, 40.4926]",6467.0,HAYDEN
4093,CO,"[-107.5906, 40.45155]",6496.0,CRAIG 4SW
4094,CO,"[-106.83333, 40.48333]",6695.0,STEAMBOAT SPRINGS RIVER
4095,CO,"[-102.99068, 40.51461]",4467.0,LEROY 5 WSW
4096,CO,"[-105.9, 40.51667]",10308.0,CAMERON PASS
4097,CO,"[-105.96667, 40.5]",9275.0,COLORADO STATE FOREST HQ
4098,CO,"[-108.0947, 40.5158]",5944.0,MAYBELL
4099,CO,"[-108.26667, 40.5]",5863.0,SUNBEAM 7 SW
4100,CO,"[-106.86667, 40.51667]",6879.0,STEAMBOAT SPRINGS ADAMS FIELD
4101,CO,"[-107.55, 40.53333]",6280.0,CRAIG
4102,CO,"[-102.3412, 40.5454]",3780.0,HOLYOKE
4103,CO,"[-105.1, 40.58333]",5033.0,FORT COLLINS KCOL
4104,CO,"[-106.66667, 40.55]",10397.0,SUMMIT LAKE 1 E
4106,CO,"[-102.46667, 40.61667]",3904.0,PAOLI
4107,CO,"[-102.61667, 40.63333]",4032.0,HAXTUN
4108,CO,"[-103.2084, 40.6279]",3974.0,STERLING
4109,CO,"[-103.8461, 40.6088]",4783.0,NEW RAYMER
4110,CO,"[-104.32856, 40.63439]",4862.0,BRIGGSDALE
4111,CO,"[-106.63333, 40.63333]",10407.0,AGUA FRIA
4112,CO,"[-108.66667, 40.61667]",6800.0,GREYSTONE
4113,CO,"[-103.26667, 40.61667]",,STERLING
4114,CO,"[-102.83972, 40.68444]",4240.0,FLEMING
4115,CO,"[-105.2233, 40.6647]",5220.0,FORT COLLINS 9 NW
4116,CO,"[-105.55, 40.66667]",8107.0,BENNETT CREEK
4117,CO,"[-104.7833, 40.7063]",5196.0,NUNN
4118,CO,"[-104.85, 40.71667]",,DOVER
4119,CO,"[-105.51667, 40.73333]",7605.0,RED FEATHER LAKES 6 SE
4120,CO,"[-105.8, 40.7]",8080.0,RUSTIC 12 WSW
4121,CO,"[-106.2792, 40.7442]",8056.0,WALDEN
4122,CO,"[-107.7, 40.71667]",7034.0,GREAT DIVIDE 8 SE
4123,CO,"[-107.65, 40.78333]",7005.0,FERNDALE RANCH
4124,CO,"[-107.83333, 40.78333]",6873.0,GREAT DIVIDE
4125,CO,"[-105.55, 40.78333]",8165.0,RED FEATHER LAKES 2 SE
4126,CO,"[-105.76667, 40.8]",10246.0,DEADMAN HILL
4127,CO,"[-105.88333, 40.8]",8274.0,GLENDEVEY
4128,CO,"[-106.05, 40.81667]",9885.0,EAST UTE PASS
4129,CO,"[-106.6, 40.8]",9337.0,FLATTOP MOUNTAIN 3 SE
4130,CO,"[-108.91722, 40.80083]",5354.0,BROWNS PARK REFUGE
4131,CO,"[-102.51615, 40.8658]",3996.0,SEDGWICK 5 S
4132,CO,"[-103.9, 40.85]",5250.0,KAUFFMAN 4 SSE
4133,CO,"[-104.4, 40.85]",5090.0,GROVER 10 W
4134,CO,"[-106.96667, 40.85]",8707.0,COLUMBINE
4135,CO,"[-102.5253, 40.9383]",3584.0,SEDGWICK
4136,CO,"[-102.56667, 40.93333]",,HOLYOKE
4137,CO,"[-103.11667, 40.93333]",4432.0,PEETZ
4138,CO,"[-106.15, 40.91667]",9495.0,KINGS CANYON 6 ESE
4139,CO,"[-106.33908, 40.93663]",7830.0,NORTHGATE
4140,CO,"[-106.6, 40.9]",8927.0,BIG CREEK LAKES
4141,CO,"[-102.25, 40.98333]",3447.0,JULESBURG 1 S
4142,CO,"[-102.38333, 40.96667]",3533.0,OVID
4143,CO,"[-106.56667, 40.96667]",8507.0,PEARL
4144,CO,"[-106.61667, 40.95]",9065.0,TWISTY PARK
4145,CO,"[-106.68333, 40.98333]",9767.0,BUFFALO PARK 1 N
4146,CO,"[-108.61667, 40.98333]",7106.0,HIAWATHA
4147,CO,"[-102.2653, 40.9879]",3477.0,JULESBURG
4148,CO,"[-104.6547, 37.4011]",6400.0,AGUILAR
4149,CO,"[-106.838, 39.1852]",8175.0,ASPEN 1SW
4150,CO,"[-104.23333, 38.21667]",4435.0,BOONE 2 SE
4151,CO,"[-107.45, 38.93333]",6284.0,SOMERSET 1 E
4152,CO,"[-105.6897, 37.9806]",8004.0,CRESTONE 2 SE
4153,CO,"[-105.0133, 39.8988]",5407.0,NORTHGLENN
4154,CO,"[-105.01667, 40.86667]",5715.0,RAWHIDE RESERVOIR
4155,CO,"[-105.31667, 37.71667]",7900.0,RED WING 1 WSW
4156,CO,"[-107.7583, 38.1499]",7049.0,RIDGWAY
4157,CO,"[-106.91667, 37.85]",8852.0,CREEDE
4158,CO,"[-105.59972, 39.65611]",10630.0,MT EVANS RES STATION
4159,CO,"[-103.47671, 37.75144]",4210.0,LA JUNTA 20 S
4160,CO,"[-107.2175, 40.48111]",6600.0,HAYDEN YAMPA VALLEY AP
4161,CO,"[-104.66667, 37.78333]",6007.0,CUCHARAS DAM 4 NW
4162,CO,"[-105.4244, 37.1954]",7943.0,SAN LUIS 1 S
4163,CO,"[-103.7059, 38.5301]",4767.0,ORDWAY 21 N
4164,CO,"[-108, 38.55]",5596.0,OLATHE 4 SSW
4165,CO,"[-105.1208, 39.4344]",5840.0,STRONTIA SPRINGS DAM
4166,CO,"[-106.3538, 39.6394]",8304.0,VAIL
4167,CO,"[-104.92977, 37.92584]",6786.0,RYE SCHOOL
4168,CO,"[-105.6, 40.58333]",9099.0,SKY RANCH LUTHERN CAMP
4169,CO,"[-105.76667, 39.88333]",9089.0,WINTER PARK BASIC
4170,CO,"[-105.99867, 40.96829]",7797.0,HOHNHOLZ RANCH
4171,CO,"[-108.605, 40.2844]",6140.0,MASSADONA 3E
4172,CO,"[-108.0925, 40.01333]",6310.0,MEEKER 3 E
4173,CO,"[-107.87972, 37.27917]",6510.0,DURANGO ANIMAS RIVER
4174,CO,"[-107.33694, 39.555]",5740.0,GLENWOOD SPRINGS 1 NW
4175,CO,"[-106.8475, 38.66444]",8010.0,ALMONT EAST RIVER
4176,CO,"[-106.84472, 38.66444]",8011.0,ALMONT TAYLOR RIVER
4177,CO,"[-108.05972, 37.63889]",8430.0,RICO 4 SSW
4178,CO,"[-106.91667, 40.15]",7880.0,YAMPA RANGER STATION
4179,CO,"[-106.80139, 39.18]",8020.0,ASPEN 1 SE
4180,CO,"[-106.0458, 39.4086]",10230.0,BRECKENRIDGE 5 S
4181,CO,"[-107.18333, 37.43333]",7670.0,PIEDRA GUARD STATION
4182,CO,"[-109.03333, 39.13333]",4325.0,SHALE 4 WSW
4183,CO,"[-106.85, 40.48333]",6700.0,STEAMBOAT SPRINGS 1 W
4184,CO,"[-108.02917, 40.50278]",5925.0,MAYBELL 3 ESE
4185,CO,"[-106.94917, 38.54194]",7660.0,GUNNISON 1 WSW
4186,CO,"[-108.83167, 38.35806]",4920.0,BEDROCK 4 NE
4187,CO,"[-105.8172, 39.9425]",8560.0,FRASER
4188,CO,"[-103.8678, 40.9319]",5180.0,NEW RAYMER 21 N
4189,CO,"[-105.2352, 37.715]",7744.0,SHEEP MOUNTAIN
4190,CO,"[-107.52417, 40.49278]",6185.0,CRAIG 2 SE
4191,CO,"[-103.2986, 37.115]",5257.0,KIM 10SSE
4192,CO,"[-104.8675, 39.1025]",7080.0,MONUMENT
4193,CO,"[-105.2969, 40.6158]",7400.0,BUCKHORN MTN 1 E
4194,CO,"[-105.632, 40.583]",9520.0,HOURGLASS RESERVOIR
4195,CO,"[-105.1, 40.7]",5180.0,WELLINGTON 5 W
4196,CO,"[-106.18444, 40.44861]",8630.0,RAND
4197,CO,"[-103.4986, 39.7555]",4851.0,LINDON 5 WNW
4198,CO,"[-103.54397, 37.98236]",4089.0,LA JUNTA
4199,CO,"[-106.93333, 37.85]",9025.0,CREEDE 1 W
4200,CO,"[-102.8116, 40.2094]",4110.0,YUMA 10 NW
4201,CO,"[-105.085, 40.435]",5080.0,LOVELAND 2N
4202,CO,"[-105, 39.73333]",5242.0,DENVER METRO STATE COLLEGE
4203,CO,"[-107.1, 38.88333]",9850.0,RUBY
4204,CO,"[-106.98333, 38.95]",9474.0,GOTHIC
4205,CO,"[-105.58556, 40.79778]",8300.0,RED FEATHER LAKES
4206,CO,"[-107.9, 37.95]",9091.0,TELLURIDE REGIONAL AP
4207,CO,"[-107.8563, 37.2911]",6761.0,DURANGO
4208,CO,"[-105.7106, 40.7022]",7700.0,RUSTIC 9WSW
4209,CO,"[-102.1675, 39.0372]",4142.0,ARAPAHOE 14N
4210,CO,"[-103.5677, 40.075]",4374.0,WOODROW 6NNE
4211,CO,"[-105.51833, 40.22889]",8500.0,ALLENSPARK 3NW
4213,CO,"[-105.0236, 40.5756]",4920.0,FORT COLLINS 4 E
4214,CO,"[-105.3847, 39.8958]",8950.0,COAL CREEK CANYON
4215,CO,"[-105.8725, 39.59083]",10050.0,KEYSTONE 5 E
4216,CO,"[-105.45028, 40.38972]",7350.0,GLEN COMFORT
4217,CO,"[-105.10972, 40.72556]",5260.0,WELLINGTON 5 WNW
4218,CO,"[-105.0702, 39.4286]",6117.0,ROXBOROUGH STATE PARK
28719,CO,"[-103.8455, 39.1288]",5830.0,MATHESON 8 SE
28724,CO,"[-105.2186, 40.9656]",7015.0,VIRGINIA DALE 7 ENE
28725,CO,"[-104.92, 39.27861]",6850.0,LARKSPUR 4 NW
28763,CO,"[-104.7502, 39.5144]",5904.0,PARKER
28767,CO,"[-102.803, 40.86]",3709.0,CROOK
28772,CO,"[-104.62878, 39.38039]",6611.0,ELIZABETH 2NW
28795,CO,"[-108.13167, 38.0425]",7010.0,PLACERVILLE 5 WNW
28796,CO,"[-106.8175, 39.36583]",7790.0,RUEDI RESERVOIR
28797,CO,"[-107.58333, 37.38333]",7673.0,VALLECITO RESERVOIR
28817,CO,"[-108.42361, 40.54722]",5710.0,SUNBEAM 12 W
28818,CO,"[-106.33333, 39.88028]",7730.0,KREMMLING 13SSE BLUE R
28836,CO,"[-105.5461, 40.0361]",10010.0,NEDERLAND 5 NNW
28854,CO,"[-105.2353, 40.3692]",5504.0,FLATIRON RESERVOIR
28855,CO,"[-102.7232, 38.8867]",4346.0,KIT CARSON 9NNE
28856,CO,"[-103.2922, 39.5719]",5000.0,SHAW 4ENE
28870,CO,"[-107.89125, 38.90435]",6838.0,CEDAREDGE 3E
28871,CO,"[-108.8902, 38.3188]",4980.0,BEDROCK
28924,CO,"[-104.9484, 37.9137]",7141.0,RYE 1SW
28932,CO,"[-105.36306, 39.525]",9500.0,CONIFER 8 W
28967,CO,"[-105.32028, 39.78]",7600.0,GOLDEN 6 NW
28976,CO,"[-104.9504, 37.3169]",8644.0,AGUILAR 18WSW
28997,CO,"[-109.0225, 40.86333]",5620.0,BROWNS PARK REFUGE 8 NW
29054,CO,"[-105.79444, 39.16028]",9500.0,COMO 13 SSE
29058,CO,"[-105.0083, 39.7294]",5228.0,DENVER WATER DEPARTMENT
29079,CO,"[-107.66667, 38.01667]",8030.0,OURAY HWY MAINT STN
29095,CO,"[-105.73333, 37]",7390.0,STATE LINE
29154,CO,"[-105.28333, 40]",5390.0,BOULDER NO 3
29155,CO,"[-102.8594, 40.6483]",4256.0,FLEMING 3SW
29167,CO,"[-102.5275, 40.33694]",3893.0,ECKLEY 14 N
29168,CO,"[-102.3825, 39.9181]",3900.0,VERNON 4SW
29220,CO,"[-105.8272, 39.2877]",9518.0,COMO 4SE
29297,CO,"[-107.88861, 40.04417]",6366.0,MEEKER AIRPORT
29300,CO,"[-102.28417, 39.24472]",4192.0,BURLINGTON CARSON AP
29301,CO,"[-102.61389, 37.28333]",4383.0,SPRINGFIELD COMANCHE NATIONAL GRASSLAND
29555,CO,"[-107.88333, 37.28333]",6600.0,DURANGO
29556,CO,"[-107.88333, 37.28333]",6554.0,DURANGO A
29626,CO,"[-106.3, 39.21667]",9941.0,LEADVILLE
29627,CO,"[-106.31694, 39.22917]",9932.0,LEADVILLE LAKE COUNTY AP
29642,CO,"[-108.9726, 40.2441]",5960.0,DINOSAUR NATL MONUMNT
29712,CO,"[-103.666, 39.275]",5374.0,LIMON
29923,CO,"[-103.15, 40.15]",4539.52,AKRON
29924,CO,"[-103.016666667, 40.4666666667]",3936.0,STERLING
29925,CO,"[-102.516666667, 39.3]",4559.2,STRATTON
29926,CO,"[-102.2, 37.2833333333]",3968.8,WALSH
30850,CO,"[-108.62639, 37.30694]",5910.0,CORTEZ MONTEZUMA COUNTY AP
30851,CO,"[-107.52417, 40.49278]",6190.0,CRAIG MOFFAT COUNTY AP
30952,CO,"[-102.29675, 38.46846]",4070.0,SHERIDAN LAKE
31001,CO,"[-109.0527, 38.9538]",6323.0,GLADE PARK 17W
31002,CO,"[-107.053, 37.2658]",7610.0,PAGOSA SPRINGS 2W
31037,CO,"[-107.9797, 39.2366]",6009.0,COLLBRAN 1WSW
31038,CO,"[-108.0277, 38.7538]",5027.0,DELTA 3E
31133,CO,"[-106.36611, 39.50833]",8680.0,REDCLIFF EAGLE RIVER
31134,CO,"[-107.22389, 39.23222]",6920.0,REDSTONE 4 N
31136,CO,"[-106.0056, 40.5092]",9000.0,GOULD 4SE S.F.S.P
31166,CO,"[-107.5333, 37.0855]",6548.0,IGNACIO 6ESE
31249,CO,"[-105.52, 40.34875]",7812.0,ESTES PARK 3 SSE
31358,CO,"[-104.3082, 38.1728]",4596.0,BOONE 6 SSW
31359,CO,"[-104.30579, 38.3719]",4794.0,BOONE 9NNW
31390,CO,"[-105.9936, 39.2219]",9995.0,FAIRPLAY S PARK RD
31463,CO,"[-107.4372, 37.0236]",6203.0,ARBOLES 1W
31479,CO,"[-108.9119, 37.7672]",6863.0,DOVE CREEK
31480,CO,"[-108.6636, 37.5594]",7090.0,YELLOW JACKET 4NE
31551,CO,"[-108.8538, 40.7838]",5567.0,BROWNS PARK STORE
31575,CO,"[-102.1614, 38.6841]",4065.0,ARAPAHOE 12S
31607,CO,"[-107.6872, 38.5547]",8151.0,BLACK CANYON OF THE GUNNISON
31624,CO,"[-105.8075, 39.9269]",8796.0,FRASER 2 SW
31641,CO,"[-107.31667, 39.51667]",5906.0,GLENWOOD SPRINGS 3 SSE
31642,CO,"[-107.33333, 39.56667]",5823.0,GLENWOOD SPRINGS 1 N
31643,CO,"[-107.3172, 39.518]",5895.0,GLENWOOD SPGS #2
31667,CO,"[-102.5258, 40.3363]",3912.0,ECKLEY 16NNW
31676,CO,"[-104.866, 39.0809]",6935.0,MONUMENT 1SSE
31679,CO,"[-103.0192, 38.90264]",4654.0,WILD HORSE 6N
31680,CO,"[-103.133, 39.5211]",4875.0,FLAGLER 16NNW
31681,CO,"[-102.99361, 38.6675]",4385.0,WILD HORSE 11SSE
31683,CO,"[-102.2586, 40.3361]",3776.0,WRAY 19N
31693,CO,"[-106.0317, 37.4297]",7603.0,WAVERLY 1W
31708,CO,"[-104.7552, 40.8066]",5390.0,NUNN 7 NNE
31746,CO,"[-105.5409, 40.0354]",9828.0,BOULDER 14 W
31868,CO,"[-103.8224, 37.8639]",4386.0,LA JUNTA 17 WSW
31870,CO,"[-107.6928, 38.544]",8402.0,MONTROSE 11 ENE
31871,CO,"[-108.9677, 40.2446]",6062.0,DINOSAUR 2 E
31908,CO,"[-107.62249, 38.85234]",5581.0,PAONIA 1SW
31909,CO,"[-107.58333, 38.86667]",5930.0,PAONIA 1 S
32013,CO,"[-105.01111, 40.45167]",5016.0,FORT COLLINS LOVELAND MUNICIPAL AP
32048,CO,"[-106.15, 39.46667]",12074.0,RED CLIFF PASS
32049,CO,"[-106.8, 37.45]",11791.0,WOLF CREEK PASS
32050,CO,"[-104.63333, 39.21667]",7060.0,MONUMENT PASS
32051,CO,"[-106.31667, 38.48333]",12031.0,MONARCH PASS
32052,CO,"[-105.16667, 37.5]",10217.0,LA VETA PASS
32053,CO,"[-106.36889, 40.05361]",7411.0,KREMMLING MCELROY AIRFIELD
32395,CO,"[-108.9494, 38.3897]",5447.0,PARADOX 2N
32431,CO,"[-107.0969, 40.2405]",8205.0,OAK CREEK 7WSW
32433,CO,"[-105.8569, 37.4702]",7540.0,ALAMOSA 1E
32436,CO,"[-104.985, 39.7263]",5249.0,DENVER 1 SW 7NEWS
32624,CO,"[-105.2004, 38.7955]",9235.0,CRIPPLE CREEK 3NNW
32643,CO,,,Alamosa Area
32691,CO,,,Colorado Springs Area
32706,CO,,,Denver Area
32735,CO,,,Grand Junction Area
32833,CO,,,Pueblo Area
32954,CO,"[-102.69662, 40.39644]",4081.0,CLARKVILLE  4W
32966,CO,"[-102.25178, 39.97694]",3821.0,VERNON 4ENE
32970,CO,"[-108.5035, 37.2553]",8034.0,CORTEZ 8 SE
33026,CO,"[-104.3, 38.76667]",6030.0,BULLSEYE AUXILIARY AIRFIELD USAFA
33106,CO,"[-105.2471, 39.7197]",7455.0,GOLDEN 3SW
33236,CO,"[-104.49722, 39.78201]",5522.0,BENNETT 4.3 WNW
33237,CO,"[-104.9705, 39.87037]",5335.0,THORNTON 1.7 SSW
33238,CO,"[-105.02755, 39.89637]",5404.0,WESTMINSTER 1.6 NE
33239,CO,"[-105.02604, 39.86952]",5535.0,WESTMINSTER 1.6 ESE
33240,CO,"[-105.01556, 39.88456]",5535.0,FEDERAL HEIGHTS 1.3 N
33241,CO,"[-104.96112, 39.63349]",5445.0,ENGLEWOOD 2.0 ESE
33242,CO,"[-104.98218, 39.60897]",5472.0,LITTLETON 2.0 ENE
33243,CO,"[-104.92065, 39.66147]",5513.0,DENVER 5.1 SSE
33244,CO,"[-104.70633, 39.68792]",5636.0,AURORA 5.7 E
33245,CO,"[-107.09384, 37.28047]",7655.0,PAGOSA SPRINGS 4.2 W
33246,CO,"[-107.07368, 37.25879]",7523.0,PAGOSA SPRINGS 3.1 WSW
33247,CO,"[-106.9921, 37.26314]",7178.0,PAGOSA SPRINGS 1.5 ESE
33248,CO,"[-105.36121, 40.03944]",6338.0,BOULDER 5.9 W
33249,CO,"[-105.37466, 40.05105]",6766.0,BOULDER 6.7 WNW
33250,CO,"[-105.25495, 40.00223]",5345.0,BOULDER 1.7 S
33251,CO,"[-105.51248, 39.96605]",8040.0,NEDERLAND 0.4 WNW
33252,CO,"[-105.17367, 40.14399]",5067.0,LONGMONT 3.8 WSW
33253,CO,"[-105.16048, 40.10434]",5078.0,NIWOT 0.7 NNW
33254,CO,"[-105.16515, 40.138]",5073.0,LONGMONT 3.7 SW
33255,CO,"[-105.36893, 40.08387]",7045.0,JAMESTOWN 2.5 SSE
33256,CO,"[-105.04601, 39.99846]",5163.0,BROOMFIELD 3.9 NNE
33257,CO,"[-105.40447, 39.64745]",7932.0,EVERGREEN 3.4 WNW
